"S/N","Building/Project Name","Street Name","Postal District","Type","No. of Bedroom(for Non-Landed Only)","Monthly Gross Rent($)","Floor Area (sq ft)","Lease Commencement Date"
"235","THE SHAUGHNESSY","MILTONIA CLOSE","27","Terrace House","na*","4800","3500 to 4000","Jun-2020"
"236","LANDED HOUSING DEVELOPMENT","JALAN TARI SERIMPI","28","Terrace House","na*","3050","1500 to 2000","Jun-2020"
"237","SELETAR HILLS ESTATE","JALAN SELASEH","28","Terrace House","na*","3000","1000 to 1500","Jun-2020"
"238","SARACA GARDENS","SARACA VIEW","28","Terrace House","na*","4200","2000 to 2500","Jun-2020"
"239","ALANA","SUNRISE TERRACE","28","Terrace House","na*","6523","3000 to 3500","Jun-2020"
"240","SEMBAWANG STRAITS ESTATE","JALAN MACHANG","27","Semi-Detached House","na*","1900","1000 to 1500","Jun-2020"
"241","SELETAR HILLS ESTATE","JALAN BANGAU","28","Semi-Detached House","na*","2400","1000 to 1500","Jun-2020"
"242","SELETAR HILLS ESTATE","JALAN LEBAT DAUN","28","Semi-Detached House","na*","3000","2000 to 2500","Jun-2020"
"243","SELETAR HILLS ESTATE","JALAN JARAK","28","Semi-Detached House","na*","2600","1000 to 1500","Jun-2020"
"244","SPRINGHILL","SEMBAWANG WALK","27","Terrace House","na*","4200","3000 to 3500","Jun-2020"
"245","MIMOSA PARK","MIMOSA ROAD","28","Terrace House","na*","4900","3000 to 3500","Jun-2020"
"246","BELGRAVIA PARK","SELETAR TERRACE","28","Terrace House","na*","3700","2000 to 2500","Jun-2020"
"247","SUNRISE VILLA","SUNRISE WALK","28","Terrace House","na*","3700","1500 to 2000","Jun-2020"
"248","SEMBAWANG STRAITS ESTATE","JALAN GELAM","27","Detached House","na*","3650","2500 to 3000","Jun-2020"
"249","MIMOSA PARK","MIMOSA CRESCENT","28","Terrace House","na*","4400","3000 to 3500","Jun-2020"
"250","MIMOSA VILLAS","MIMOSA WALK","28","Semi-Detached House","na*","4100","3000 to 3500","Jun-2020"
"251","SPRINGHILL","SEMBAWANG WALK","27","Terrace House","na*","3800","3000 to 3500","Jun-2020"
"252","SELETAR HILLS ESTATE","SARACA ROAD","28","Semi-Detached House","na*","5400","5000 to 5500","Jun-2020"
"253","STRATTON GREEN","STRATTON DRIVE","28","Terrace House","na*","3600","1500 to 2000","Jun-2020"
"254","MIMOSA VILLAS","MIMOSA WALK","28","Semi-Detached House","na*","7200","3500 to 4000","May-2020"
"255","LANDED HOUSING DEVELOPMENT","JALAN REDOP","28","Semi-Detached House","na*","5800","3000 to 3500","May-2020"
"256","CABANA","SUNRISE TERRACE","28","Terrace House","na*","4800","2500 to 3000","May-2020"
"257","ESTE VILLA","NIM ROAD","28","Terrace House","na*","5200","3000 to 3500","May-2020"
"258","LANDED HOUSING DEVELOPMENT","SELETAR HILLS DRIVE","28","Semi-Detached House","na*","3600","2000 to 2500","May-2020"
"259","LANDED HOUSING DEVELOPMENT","SELETAR HILLS DRIVE","28","Terrace House","na*","6500","2000 to 2500","May-2020"
"260","THE SHORELINE RESIDENCES II","WAK HASSAN DRIVE","27","Terrace House","na*","6200","1500 to 2000","May-2020"
"261","CABANA","SUNRISE TERRACE","28","Terrace House","na*","4889","3000 to 3500","May-2020"
"262","SUNRISE VILLA","SUNRISE DRIVE","28","Semi-Detached House","na*","3400","3000 to 3500","May-2020"
"263","SUNRISE VILLA","SUNRISE WALK","28","Terrace House","na*","3500","1500 to 2000","May-2020"
"264","SELETAR HILLS ESTATE","JALAN RENGAS","28","Semi-Detached House","na*","4500","3000 to 3500","May-2020"
"265","LANDED HOUSING DEVELOPMENT","SELETAR GREEN VIEW","28","Terrace House","na*","4500","1500 to 2000","May-2020"
"266","SELETAR HILLS ESTATE","JALAN ANTOI","28","Semi-Detached House","na*","16340","3500 to 4000","May-2020"
"267","SPRINGHILL TERRACE","SUNRISE AVENUE","28","Terrace House","na*","4600","3000 to 3500","May-2020"
"268","SEMBAWANG SPRINGS ESTATE","JALAN SAJAK","27","Semi-Detached House","na*","3550","2000 to 2500","May-2020"
"269","SELETAR HILLS ESTATE","JALAN JITONG","28","Semi-Detached House","na*","2750","1500 to 2000","May-2020"
"270","SELETAR HILLS ESTATE","JALAN KECHUBONG","28","Detached House","na*","4500","3500 to 4000","May-2020"
"271","STRATTON PARK","STRATTON PLACE","28","Terrace House","na*","3250","1500 to 2000","May-2020"
"272","KELULUT HILL","KELULUT HILL","28","Terrace House","na*","3000","1500 to 2000","May-2020"
"273","SELETAR HILLS ESTATE","JALAN REDOP","28","Semi-Detached House","na*","3700","3500 to 4000","May-2020"
"274","ESTE VILLA","NIM ROAD","28","Terrace House","na*","5500","3500 to 4000","May-2020"
"275","SEMBAWANG STRAITS ESTATE","JALAN SANKAM","27","Terrace House","na*","3175","1500 to 2000","May-2020"
"276","LANDED HOUSING DEVELOPMENT","SELETAR GREEN VIEW","28","Semi-Detached House","na*","4300","2000 to 2500","Apr-2020"
"277","ALANA","SUNRISE TERRACE","28","Terrace House","na*","6804","3000 to 3500","Apr-2020"
"278","LANDED HOUSING DEVELOPMENT","SELETAR GREEN VIEW","28","Semi-Detached House","na*","4900","2000 to 2500","Apr-2020"
"279","STRATTON PARK","STRATTON DRIVE","28","Terrace House","na*","4000","2000 to 2500","Apr-2020"
"280","LUXUS HILLS","LUXUS HILL AVENUE","28","Terrace House","na*","4500","1500 to 2000","Apr-2020"
"281","SUNRISE VILLA","SUNRISE DRIVE","28","Terrace House","na*","3300","1500 to 2000","Apr-2020"
"282","LANDED HOUSING DEVELOPMENT","JALAN TARI SERIMPI","28","Terrace House","na*","4200","1500 to 2000","Apr-2020"
"283","SEMBAWANG SPRINGS ESTATE","JALAN MALU-MALU","27","Semi-Detached House","na*","2500","1000 to 1500","Apr-2020"
"284","GERALD RESIDENCE","GERALD CRESCENT","28","Terrace House","na*","4700","1500 to 2000","Apr-2020"
"285","ALANA","SUNRISE TERRACE","28","Terrace House","na*","6580","3000 to 3500","Apr-2020"
"286","SPRINGHILL TERRACE","SUNRISE AVENUE","28","Terrace House","na*","3700","1500 to 2000","Apr-2020"
"287","SEMBAWANG SPRINGS ESTATE","JALAN KEMUNING","27","Terrace House","na*","3000","1500 to 2000","Apr-2020"
"288","CABANA","SUNRISE TERRACE","28","Terrace House","na*","5356","2500 to 3000","Apr-2020"
"289","SEMBAWANG SPRINGS ESTATE","JALAN HIKAYAT","27","Semi-Detached House","na*","3600","2500 to 3000","Apr-2020"
"290","LILAC PARK","LILAC ROAD","28","Semi-Detached House","na*","4500","4000 to 4500","Apr-2020"
"291","ESTE VILLA","NIM ROAD","28","Terrace House","na*","4500","3000 to 3500","Apr-2020"
"292","LANDED HOUSING DEVELOPMENT","SUNRISE AVENUE","28","Semi-Detached House","na*","4000","2000 to 2500","Apr-2020"
"293","SELETAR HILLS ESTATE","JALAN ANTOI","28","Semi-Detached House","na*","2000","1000 to 1500","Apr-2020"
"294","SELETAR HILLS ESTATE","JALAN JORAN","28","Semi-Detached House","na*","3550","3000 to 3500","Apr-2020"
"295","SEMBAWANG SPRINGS ESTATE","JALAN KEMUNING","27","Semi-Detached House","na*","3750","2000 to 2500","Apr-2020"
"296","PLATINA GARDENS","PLATINA ROAD","27","Terrace House","na*","3200","2000 to 2500","Apr-2020"
"297","THE SHAUGHNESSY","MILTONIA CLOSE","27","Terrace House","na*","4650","3000 to 3500","Apr-2020"
"298","CACTUS BLOOM","CACTUS ROAD","28","Terrace House","na*","3800","1500 to 2000","Apr-2020"
"299","SUNRISE VILLA","SUNRISE CLOSE","28","Terrace House","na*","5800","2000 to 2500","Mar-2020"
"300","MIMOSA PARK","MIMOSA CRESCENT","28","Terrace House","na*","4200","3000 to 3500","Mar-2020"
"301","SUNRISE VILLA","SUNRISE AVENUE","28","Semi-Detached House","na*","3510","3500 to 4000","Mar-2020"
"302","MUGLISTON HILL","MUGLISTON WALK","28","Terrace House","na*","3000","1500 to 2000","Mar-2020"
"303","LANDED HOUSING DEVELOPMENT","KERONG WALK","27","Terrace House","na*","7460","2000 to 2500","Mar-2020"
"304","SARACA GARDENS","SARACA WALK","28","Semi-Detached House","na*","4080","3500 to 4000","Mar-2020"
"305","LANDED HOUSING DEVELOPMENT","LORONG TANGGAM","28","Semi-Detached House","na*","4000","3000 to 3500","Mar-2020"
"306","LANDED HOUSING DEVELOPMENT","BEGONIA DRIVE","28","Semi-Detached House","na*","5900","4500 to 5000","Mar-2020"
"307","LANDED HOUSING DEVELOPMENT","BEGONIA TERRACE","28","Semi-Detached House","na*","5200","2500 to 3000","Mar-2020"
"308","CABANA","SUNRISE TERRACE","28","Terrace House","na*","4800","2500 to 3000","Mar-2020"
"309","SPRINGHILL TERRACE","SUNRISE AVENUE","28","Terrace House","na*","4700","4000 to 4500","Mar-2020"
"310","SELETAR HILLS ESTATE","NERAM ROAD","28","Semi-Detached House","na*","4750","2500 to 3000","Mar-2020"
"311","LANDED HOUSING DEVELOPMENT","JALAN TARI PIRING","28","Terrace House","na*","3050","1500 to 2000","Mar-2020"
"312","BELGRAVIA VILLAS","BELGRAVIA DRIVE","28","Terrace House","na*","5700","3500 to 4000","Mar-2020"
"313","WATERCOVE","WAK HASSAN DRIVE","27","Terrace House","na*","6800","3000 to 3500","Mar-2020"
"314","LANDED HOUSING DEVELOPMENT","BEGONIA DRIVE","28","Semi-Detached House","na*","7800","4000 to 4500","Mar-2020"
"315","SELETAR HILLS ESTATE","SELETAR HILLS DRIVE","28","Semi-Detached House","na*","2500","2000 to 2500","Mar-2020"
"316","FLORIDA PARK","SUNRISE WAY","28","Semi-Detached House","na*","4000","2000 to 2500","Mar-2020"
"317","TUAN SING PARK","DEDAP ROAD","28","Semi-Detached House","na*","5000","4500 to 5000","Mar-2020"
"318","LANDED HOUSING DEVELOPMENT","BEGONIA ROAD","28","Semi-Detached House","na*","3200","2500 to 3000","Mar-2020"
"319","SUNRISE VILLA","SUNRISE WAY","28","Terrace House","na*","2500","1500 to 2000","Mar-2020"
"320","THE SHAUGHNESSY","MILTONIA CLOSE","27","Terrace House","na*","4400","3000 to 3500","Mar-2020"
"321","LANDED HOUSING DEVELOPMENT","JALAN TARI PIRING","28","Terrace House","na*","3000","1500 to 2000","Mar-2020"
"322","GREEN SPRINGS","GERALD CRESCENT","28","Terrace House","na*","3500","2000 to 2500","Mar-2020"
"323","SELETAR HILLS ESTATE","NERAM ROAD","28","Terrace House","na*","3900","2500 to 3000","Mar-2020"
"324","KECHUBONG TERRACE","JALAN KECHUBONG","28","Terrace House","na*","3700","1500 to 2000","Mar-2020"
"325","ESTE VILLA","NIM ROAD","28","Terrace House","na*","5450","3000 to 3500","Mar-2020"
"326","LANDED HOUSING DEVELOPMENT","BEGONIA DRIVE","28","Semi-Detached House","na*","4050","2500 to 3000","Mar-2020"
"327","LANDED HOUSING DEVELOPMENT","JALAN TARI SERIMPI","28","Terrace House","na*","2600","2000 to 2500","Mar-2020"
"328","GOODLINK PARK","GOODLINK PARK","27","Terrace House","na*","3400","1500 to 2000","Mar-2020"
"329","SELETAR HILLS ESTATE","JALAN KETUMBIT","28","Terrace House","na*","4000","3000 to 3500","Feb-2020"
"330","CABANA","SUNRISE TERRACE","28","Terrace House","na*","5076","2500 to 3000","Feb-2020"
"331","LANDED HOUSING DEVELOPMENT","SUNRISE AVENUE","28","Terrace House","na*","4800","3000 to 3500","Feb-2020"
"332","ALANA","SUNRISE TERRACE","28","Terrace House","na*","6991","3000 to 3500","Feb-2020"
"333","SELETAR HILLS ESTATE","SARACA ROAD","28","Semi-Detached House","na*","4500","2000 to 2500","Feb-2020"
"334","WATERCOVE","WAK HASSAN DRIVE","27","Terrace House","na*","6800","3000 to 3500","Feb-2020"
"335","LANDED HOUSING DEVELOPMENT","ANDREWS AVENUE","27","Terrace House","na*","5800","1500 to 2000","Feb-2020"
"336","BELGRAVIA PARK","SELETAR TERRACE","28","Terrace House","na*","4000","2000 to 2500","Feb-2020"
"337","GOODLINK PARK","GOODLINK PARK","27","Semi-Detached House","na*","4500","3000 to 3500","Feb-2020"
"338","SPRINGHILL TERRACE","SUNRISE AVENUE","28","Terrace House","na*","3700","1500 to 2000","Feb-2020"
"339","SEMBAWANG SPRINGS ESTATE","JALAN SERENGAM","27","Detached House","na*","10000","5000 to 5500","Feb-2020"
"340","SPRINGHILL TERRACE","SUNRISE AVENUE","28","Terrace House","na*","3700","1500 to 2000","Feb-2020"
"341","PLATINA GARDENS","PLATINA ROAD","27","Terrace House","na*","3200","2000 to 2500","Feb-2020"
"342","SELETAR HILLS ESTATE","NIM DRIVE","28","Detached House","na*","7000","4500 to 5000","Feb-2020"
"343","THE SHAUGHNESSY","MILTONIA CLOSE","27","Terrace House","na*","3900","3000 to 3500","Feb-2020"
"344","LANDED HOUSING DEVELOPMENT","BEGONIA DRIVE","28","Semi-Detached House","na*","3350","2500 to 3000","Feb-2020"
"345","ALANA","SUNRISE TERRACE","28","Terrace House","na*","6617","3000 to 3500","Feb-2020"
"346","SELETAR HILLS ESTATE","JALAN LAKUM","28","Terrace House","na*","3000","2500 to 3000","Feb-2020"
"347","SEMBAWANG SPRINGS ESTATE","JALAN SHAER","27","Detached House","na*","3100","1000 to 1500","Feb-2020"
"348","SEMBAWANG SQUARE ESTATE","SEMBAWANG ROAD","27","Semi-Detached House","na*","5500","2000 to 2500","Feb-2020"
"349","LANDED HOUSING DEVELOPMENT","JALAN KETUMBIT","28","Terrace House","na*","4300","3000 to 3500","Feb-2020"
"350","SEMBAWANG STRAITS ESTATE","SEMBAWANG ROAD","27","Semi-Detached House","na*","1800","1500 to 2000","Feb-2020"
"351","SEMBAWANG PARK","JALAN LENGKOK SEMBAWANG","27","Semi-Detached House","na*","2300","1000 to 1500","Feb-2020"
"352","ESTE VILLA","NIM ROAD","28","Terrace House","na*","5000","3000 to 3500","Feb-2020"
"353","SPRINGHILL","SEMBAWANG WALK","27","Terrace House","na*","4700","3000 to 3500","Jan-2020"
"354","ESTE VILLA","NIM ROAD","28","Terrace House","na*","5000","3500 to 4000","Jan-2020"
"355","LANDED HOUSING DEVELOPMENT","TAMARIND ROAD","28","Detached House","na*","5000","3000 to 3500","Jan-2020"
"356","SARACA GARDENS","SARACA WALK","28","Terrace House","na*","3000","2000 to 2500","Jan-2020"
"357","ESTE VILLA","NIM ROAD","28","Terrace House","na*","6300","3000 to 3500","Jan-2020"
"358","SEMBAWANG SQUARE ESTATE","SEMBAWANG ROAD","27","Semi-Detached House","na*","4000","2000 to 2500","Jan-2020"
"359","MUGLISTON HILL","MUGLISTON PARK","28","Terrace House","na*","4000","2500 to 3000","Jan-2020"
"360","SELETAR HILLS ESTATE","JALAN LEKUB","28","Semi-Detached House","na*","4000","3000 to 3500","Jan-2020"
"361","LANDED HOUSING DEVELOPMENT","BEGONIA DRIVE","28","Semi-Detached House","na*","3500","3000 to 3500","Jan-2020"
"362","SELETAR VIEW","SELETAR HILLS DRIVE","28","Terrace House","na*","3800","3000 to 3500","Jan-2020"
"363","LANDED HOUSING DEVELOPMENT","SELETAR GREEN VIEW","28","Terrace House","na*","4200","1500 to 2000","Jan-2020"
"364","ESTE VILLA","NIM ROAD","28","Terrace House","na*","5500","3500 to 4000","Jan-2020"
"365","LANDED HOUSING DEVELOPMENT","MIMOSA DRIVE","28","Terrace House","na*","4100","2000 to 2500","Jan-2020"
"366","SELETAR HILLS ESTATE","NERAM ROAD","28","Terrace House","na*","3700","2500 to 3000","Jan-2020"
"367","LUXUS HILLS","LUXUS HILL AVENUE","28","Terrace House","na*","4300","1500 to 2000","Jan-2020"
"368","LANDED HOUSING DEVELOPMENT","SELETAR GREEN VIEW","28","Terrace House","na*","4000","1500 to 2000","Jan-2020"
"369","ESTE VILLA","NIM ROAD","28","Terrace House","na*","5500","3000 to 3500","Jan-2020"
"370","ESTE VILLA","NIM ROAD","28","Terrace House","na*","4800","3000 to 3500","Jan-2020"
"371","LANDED HOUSING DEVELOPMENT","LORONG TANGGAM","28","Semi-Detached House","na*","3000","1000 to 1500","Jan-2020"
"372","CACTUS GREEN","CACTUS CRESCENT","28","Semi-Detached House","na*","5200","3500 to 4000","Jan-2020"
"373","TUAN SING PARK","YIO CHU KANG ROAD","28","Semi-Detached House","na*","10000","3500 to 4000","Jan-2020"
"374","SEMBAWANG SPRINGS ESTATE","JALAN KEMUNING","27","Semi-Detached House","na*","2200","1000 to 1500","Jan-2020"
"375","SELETAR HILLS ESTATE","SELETAR HILLS DRIVE","28","Semi-Detached House","na*","3000","1500 to 2000","Jan-2020"
"376","MIMOSA PARK","MIMOSA ROAD","28","Terrace House","na*","4100","2500 to 3000","Jan-2020"
"377","FANTA GARDEN","BEGONIA DRIVE","28","Terrace House","na*","3600","1500 to 2000","Jan-2020"
"378","SPRINGHILL TERRACE","SUNRISE AVENUE","28","Terrace House","na*","3700","1500 to 2000","Jan-2020"
"379","SEMBAWANG SPRINGS ESTATE","JALAN KEMUNING","27","Terrace House","na*","1700","1000 to 1500","Jan-2020"
"380","LANDED HOUSING DEVELOPMENT","JALAN TARI ZAPIN","28","Terrace House","na*","3550","1000 to 1500","Jan-2020"
"381","SELETAR GARDEN","CACTUS ROAD","28","Terrace House","na*","2800","1500 to 2000","Jan-2020"
"382","SARACA GARDENS","SARACA WALK","28","Terrace House","na*","3200","2000 to 2500","Jan-2020"
"383","GERALD GARDENS","GERALD CRESCENT","28","Terrace House","na*","3800","2000 to 2500","Jan-2020"
"384","LANDED HOUSING DEVELOPMENT","SELETAR GREEN VIEW","28","Terrace House","na*","4700","1500 to 2000","Jan-2020"
"385","SELETAR HILLS ESTATE","KASAI ROAD","28","Semi-Detached House","na*","4400","3000 to 3500","Dec-2019"
"386","STRATTON PARK","STRATTON PLACE","28","Terrace House","na*","3150","2000 to 2500","Dec-2019"
"387","SEMBAWANG STRAITS ESTATE","JALAN KERAYONG","27","Semi-Detached House","na*","7350","2000 to 2500","Dec-2019"
"388","SPRINGHILL TERRACE","SUNRISE AVENUE","28","Terrace House","na*","4600","4000 to 4500","Dec-2019"
"389","SELETAR HILLS ESTATE","NERAM ROAD","28","Detached House","na*","8800","5500 to 6000","Dec-2019"
"390","CABANA","SUNRISE TERRACE","28","Terrace House","na*","5076","2500 to 3000","Dec-2019"
"391","THE SHAUGHNESSY","MILTONIA CLOSE","27","Terrace House","na*","5500","3000 to 3500","Dec-2019"
"392","CABANA","SUNRISE TERRACE","28","Terrace House","na*","5356","2500 to 3000","Dec-2019"
"393","SPRINGHILL","SEMBAWANG WALK","27","Terrace House","na*","3800","3000 to 3500","Dec-2019"
"394","LANDED HOUSING DEVELOPMENT","MIMOSA CRESCENT","28","Semi-Detached House","na*","4900","2000 to 2500","Dec-2019"
"395","ESTE VILLA","NIM ROAD","28","Terrace House","na*","5000","3000 to 3500","Dec-2019"
"396","LANDED HOUSING DEVELOPMENT","JALAN SAJAK","27","Semi-Detached House","na*","5900","2500 to 3000","Dec-2019"
"397","LANDED HOUSING DEVELOPMENT","SUNRISE PLACE","28","Terrace House","na*","4100","3000 to 3500","Dec-2019"
"398","SUNRISE VILLA","SUNRISE WALK","28","Terrace House","na*","5300","2500 to 3000","Dec-2019"
"399","SEMBAWANG STRAITS ESTATE","JALAN MACHANG","27","Semi-Detached House","na*","3600","2000 to 2500","Dec-2019"
"400","LUXUS HILLS","LUXUS HILL AVENUE","28","Terrace House","na*","4588","1500 to 2000","Dec-2019"
"401","SEMBAWANG STRAITS ESTATE","JALAN KERAYONG","27","Detached House","na*","4500","2500 to 3000","Dec-2019"
"402","FLORIDA PARK","SUNRISE WAY","28","Semi-Detached House","na*","4000","2000 to 2500","Dec-2019"
"403","LANDED HOUSING DEVELOPMENT","JALAN JARAK","28","Semi-Detached House","na*","5500","3000 to 3500","Dec-2019"
"404","THE SHAUGHNESSY","MILTONIA CLOSE","27","Terrace House","na*","5000","3500 to 4000","Dec-2019"
"405","SARACA GARDENS","SARACA WALK","28","Semi-Detached House","na*","3750","2500 to 3000","Dec-2019"
"406","SEMBAWANG STRAITS ESTATE","JALAN SANKAM","27","Semi-Detached House","na*","3300","2000 to 2500","Dec-2019"
"407","SEMBAWANG GARDENS ARCADE","JALAN LEGUNDI","27","Semi-Detached House","na*","5500","3500 to 4000","Dec-2019"
"408","MIMOSA TERRACE","MIMOSA TERRACE","28","Terrace House","na*","3600","2000 to 2500","Dec-2019"
"409","SELETAR HILLS ESTATE","NERAM CRESCENT","28","Semi-Detached House","na*","4000","2000 to 2500","Dec-2019"
"410","LANDED HOUSING DEVELOPMENT","MIMOSA CRESCENT","28","Semi-Detached House","na*","5400","3000 to 3500","Dec-2019"
"411","SPRINGHILL TERRACE","SUNRISE AVENUE","28","Terrace House","na*","3800","2000 to 2500","Nov-2019"
"412","CABANA","SUNRISE TERRACE","28","Terrace House","na*","5150","3000 to 3500","Nov-2019"
"413","CABANA","SUNRISE TERRACE","28","Terrace House","na*","4700","3000 to 3500","Nov-2019"
"414","SEMBAWANG PARK","JALAN MATA AYER","27","Terrace House","na*","1750","1500 to 2000","Nov-2019"
"415","SELETAR HILLS ESTATE","JALAN KETUMBIT","28","Terrace House","na*","3300","2000 to 2500","Nov-2019"
"416","MIMOSA VALE","MIMOSA VALE","28","Terrace House","na*","3300","2000 to 2500","Nov-2019"
"417","LANDED HOUSING DEVELOPMENT","BEGONIA ROAD","28","Terrace House","na*","4600","2500 to 3000","Nov-2019"
"418","SEMBAWANG SPRINGS ESTATE","JALAN MALU-MALU","27","Semi-Detached House","na*","2188","1000 to 1500","Nov-2019"
"419","KELULUT HILL","KELULUT HILL","28","Terrace House","na*","2800","1500 to 2000","Nov-2019"
"420","CABANA","SUNRISE TERRACE","28","Terrace House","na*","4400","2500 to 3000","Nov-2019"
"421","CABANA","SUNRISE TERRACE","28","Terrace House","na*","4889","2500 to 3000","Nov-2019"
"422","LANDED HOUSING DEVELOPMENT","JALAN KERAYONG","27","Semi-Detached House","na*","6800","2000 to 2500","Nov-2019"
"423","LANDED HOUSING DEVELOPMENT","WAK HASSAN DRIVE","27","Semi-Detached House","na*","6300","2000 to 2500","Nov-2019"
"424","LANDED HOUSING DEVELOPMENT","BEGONIA ROAD","28","Semi-Detached House","na*","3800","2000 to 2500","Nov-2019"
"425","LUXUS HILLS","LUXUS HILL AVENUE","28","Terrace House","na*","4000","1500 to 2000","Nov-2019"
"426","SPRINGHILL TERRACE","SUNRISE AVENUE","28","Terrace House","na*","4300","3000 to 3500","Nov-2019"
"427","SPRINGHILL","SEMBAWANG WALK","27","Terrace House","na*","3900","2500 to 3000","Nov-2019"
"428","ALANA","SUNRISE TERRACE","28","Terrace House","na*","5200","2500 to 3000","Nov-2019"
"429","TUAN SING PARK","DEDAP ROAD","28","Semi-Detached House","na*","3800","2500 to 3000","Nov-2019"
"430","LUXUS HILLS","LUXUS HILL AVENUE","28","Terrace House","na*","4218","2000 to 2500","Nov-2019"
"431","STRAITS GARDENS","KANDIS WALK","27","Terrace House","na*","4200","1500 to 2000","Oct-2019"
"432","LANDED HOUSING DEVELOPMENT","SELETAR GREEN VIEW","28","Semi-Detached House","na*","4400","2000 to 2500","Oct-2019"
"433","ALANA","SUNRISE TERRACE","28","Terrace House","na*","6891","3000 to 3500","Oct-2019"
"434","SEMBAWANG SPRINGS ESTATE","JALAN KEMUNING","27","Semi-Detached House","na*","3400","2000 to 2500","Oct-2019"
